Object ID,Asset ID,Map Label,Asset Name,Asset Type,Asset Subtype,Quantity,Functional Area ID,Property ID,Facility ID,Floor ID,Geom
1,148839,Trash Can,Turf Trash Can,Trash Can,,2,11951,7,11820,,"(37.7444541877, -122.44032658)"
2,148303,Bench,Concrete Pathway Benches,Bench,,18,12496,7,12495,,"(37.7442925856, -122.440344562)"
3,148302,Drinking Fountain,Perennial Bed Drinking Fountains,Drinking Fountain,,1,74740,7,11820,,"(37.7442492025, -122.440360757)"
8,149769,Trash Can,Turf Trash Cans,Trash Can,,3,19160,63,11808,,"(37.7592866465, -122.427280143)"
9,149710,Bench,Turf Benches,Bench,,9,19160,63,11808,,"(37.7589919085, -122.427525482)"
10,149765,Trash Can,Concrete Pathway Trash Cans,Trash Can,,7,12635,63,12633,,"(37.7582994788, -122.425990875)"
11,149741,Picnic Table,Picnic Area 2 Tables,Table,,2,460,63,418,,"(37.7587434671, -122.427145705)"
12,149741,Picnic Table,Picnic Area 2 Tables,Table,,2,460,63,418,,"(37.7586725491, -122.427089866)"
13,149745,Picnic Table,Picnic Area 4 Tables,Table,,5,72895,63,418,,"(37.7590041255, -122.427015958)"
14,149745,Picnic Table,Picnic Area 4 Tables,Table,,5,72895,63,418,,"(37.7590414886, -122.426978572)"
15,149745,Picnic Table,Picnic Area 4 Tables,Table,,5,72895,63,418,,"(37.7589607673, -122.427034673)"
16,149745,Picnic Table,Picnic Area 4 Tables,Table,,5,72895,63,418,,"(37.7590759202, -122.426927883)"
17,149745,Picnic Table,Picnic Area 4 Tables,Table,,5,72895,63,418,,"(37.7590485534, -122.426867653)"
18,149766,Trash Can,Picnic Area 4 Trash Cans,Trash Can,,1,72895,63,418,,"(37.7590335586, -122.427014077)"
19,149711,Bench,Children's Play Area Benches,Bench,,8,409,63,388,,"(37.7586765812, -122.427011429)"
20,149711,Bench,Children's Play Area Benches,Bench,,8,409,63,388,,"(37.7587145191, -122.427003156)"
21,149711,Bench,Children's Play Area Benches,Bench,,8,409,63,388,,"(37.7587501626, -122.427006726)"
22,149711,Bench,Children's Play Area Benches,Bench,,8,409,63,388,,"(37.7587950362, -122.427023761)"
23,149711,Bench,Children's Play Area Benches,Bench,,8,409,63,388,,"(37.7589485344, -122.426755283)"
24,149711,Bench,Children's Play Area Benches,Bench,,8,409,63,388,,"(37.7589072631, -122.426710566)"
25,149767,Trash Can,Children's Play Area Trash Cans,Trash Can,,2,409,63,388,,"(37.7589805531, -122.426787856)"
26,149711,Bench,Children's Play Area Benches,Bench,,8,409,63,388,,"(37.7588261927, -122.426659526)"
27,149767,Trash Can,Children's Play Area Trash Cans,Trash Can,,2,409,63,388,,"(37.7588445809, -122.426677242)"
28,149711,Bench,Children's Play Area Benches,Bench,,8,409,63,388,,"(37.7587938815, -122.426646992)"
29,149740,Picnic Table,Picnic Area 1 Tables,Table,,2,459,63,418,,"(37.7587133065, -122.426499207)"
30,149740,Picnic Table,Picnic Area 1 Tables,Table,,2,459,63,418,,"(37.7587160415, -122.426396115)"
31,149768,Trash Can,Perennial Bed Trash Cans,Trash Can,,3,72990,63,11808,,"(37.7599982028, -122.428104489)"
34,150526,Trash Can,Picnic Area 2 Trash Cans,Trash Can,,4,465,49,421,,"(37.7510827782, -122.404450836)"
35,150526,Trash Can,Picnic Area 2 Trash Cans,Trash Can,,4,465,49,421,,"(37.7510931201, -122.404453375)"
36,150526,Trash Can,Picnic Area 2 Trash Cans,Trash Can,,4,465,49,421,,"(37.7510648299, -122.404444121)"
38,150527,Trash Can,Turf Trash Cans,Trash Can,,5,11888,49,11771,,"(37.7509751355, -122.404955874)"
42,150527,Trash Can,Turf Trash Cans,Trash Can,,5,11888,49,11771,,"(37.7512343607, -122.405756781)"
43,150527,Trash Can,Turf Trash Cans,Trash Can,,5,11888,49,11771,,"(37.7511356527, -122.405374676)"
50,150529,Trash Can,Picnic Area 1 Trash Cans,Trash Can,,4,464,49,421,,"(37.7504263776, -122.404441193)"
51,150529,Trash Can,Picnic Area 1 Trash Cans,Trash Can,,4,464,49,421,,"(37.7504311234, -122.40442441)"
52,150529,Trash Can,Picnic Area 1 Trash Cans,Trash Can,,4,464,49,421,,"(37.750439131, -122.404413346)"
53,150529,Trash Can,Picnic Area 1 Trash Cans,Trash Can,,4,464,49,421,,"(37.7504493309, -122.404405154)"
54,150528,Trash Can,Performance Space Trash Cans,Trash Can,,1,426,49,403,,"(37.7503635071, -122.404801621)"
55,150520,Picnic Table,Concrete Pathway Picnic Tables,Table,,1,12680,49,11772,,"(37.7501668632, -122.405320245)"
56,150525,Trash Can,Concrete Pathway Trash Cans,Trash Can,,2,12680,49,11772,,"(37.7501539192, -122.405341082)"
57,150506,Picnic Table,Turf Picnic Tables,Table,,1,11888,49,11771,,"(37.7501421395, -122.405067085)"
58,150527,Trash Can,Turf Trash Cans,Trash Can,,5,11888,49,11771,,"(37.7501322673, -122.405046418)"
60,150555,Bench,Baseball Field 1 Benches,Bench,,3,30,50,18,,"(37.7496920016, -122.406728228)"
62,150555,Bench,Baseball Field 1 Benches,Bench,,3,30,50,18,,"(37.7498229864, -122.406662455)"
63,150555,Bench,Baseball Field 1 Benches,Bench,,3,30,50,18,,"(37.7498551015, -122.406564236)"
64,150572,Cargo Container,Perennial Bed Cargo Containers,Cargo Container,,2,11974,50,11836,,"(37.7493526465, -122.406568937)"
65,150572,Cargo Container,Perennial Bed Cargo Containers,Cargo Container,,2,11974,50,11836,,"(37.7491603891, -122.405884394)"
69,150566,Bench,Baseball Field 2 Benches,Bench,,1,31,50,18,,"(37.7494481117, -122.405618271)"
83,150428,Dumpster,Parking Lot Dumpster,Dumpster,,1,410,59,389,,"(37.7580836469, -122.412601659)"
84,149758,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,2,72938,63,12633,,"(37.7609411558, -122.426323259)"
85,149758,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,2,72938,63,12633,,"(37.7613227927, -122.426352953)"
86,149769,Trash Can,Turf Trash Cans,Trash Can,,3,19160,63,11808,,"(37.7611409352, -122.427285116)"
87,149729,Cargo Container,Turf Cargo Containers,Cargo Container,,3,19160,63,11808,,"(37.7600856643, -122.427111467)"
88,149729,Cargo Container,Turf Cargo Containers,Cargo Container,,3,19160,63,11808,,"(37.7600858547, -122.427039796)"
89,149765,Trash Can,Concrete Pathway Trash Cans,Trash Can,,7,12635,63,12633,,"(37.7597065124, -122.42682384)"
90,149765,Trash Can,Concrete Pathway Trash Cans,Trash Can,,7,12635,63,12633,,"(37.7595886347, -122.426796371)"
91,149739,Picnic Table,Picnic Area 3 Tables,Table,,2,461,63,418,,"(37.7596200337, -122.427350018)"
92,149739,Picnic Table,Picnic Area 3 Tables,Table,,2,461,63,418,,"(37.759594301, -122.427353662)"
93,149770,Trash Can,Picnic Area 3 Trash Cans,Trash Can,,1,461,63,418,,"(37.7595802504, -122.427375575)"
94,149729,Cargo Container,Turf Cargo Containers,Cargo Container,,3,19160,63,11808,,"(37.7595473255, -122.427609705)"
95,149765,Trash Can,Concrete Pathway Trash Cans,Trash Can,,7,12635,63,12633,,"(37.759752868, -122.426150544)"
96,145462,Trash Can,North Pathway Trash Cans,Trash Can,,2,23801,147,23800,,"(37.8010972907, -122.410225589)"
97,145466,Trash Can,North East Pathway PB Trash Cans,Trash Can,,2,23801,147,23800,,"(37.801015431, -122.409513032)"
98,145471,Bench,South Entrance Pathway Benches,Bench,,11,23801,147,23800,,"(37.8005484188, -122.409357018)"
99,145471,Bench,South Entrance Pathway Benches,Bench,,11,23801,147,23800,,"(37.8005309508, -122.409497546)"
100,145471,Bench,South Entrance Pathway Benches,Bench,,11,23801,147,23800,,"(37.8005173067, -122.409607284)"
101,145465,Bench,North East Pathway PB Benches,Bench,,9,23801,147,23800,,"(37.8008377384, -122.409438108)"
102,145471,Bench,South Entrance Pathway Benches,Bench,,11,23801,147,23800,,"(37.8005282983, -122.40975329)"
103,145471,Bench,South Entrance Pathway Benches,Bench,,11,23801,147,23800,,"(37.8005258784, -122.409780122)"
104,145471,Bench,South Entrance Pathway Benches,Bench,,11,23801,147,23800,,"(37.8005607516, -122.409986516)"
105,145471,Bench,South Entrance Pathway Benches,Bench,,11,23801,147,23800,,"(37.8005988761, -122.410047581)"
106,145051,Bench,Perennial Bed Benches,Bench,,5,23802,147,11783,,"(37.8010383576, -122.41081281)"
107,145051,Bench,Perennial Bed Benches,Bench,,5,23802,147,11783,,"(37.8009962855, -122.410826098)"
108,145051,Bench,Perennial Bed Benches,Bench,,5,23802,147,11783,,"(37.8009542778, -122.410809717)"
109,145051,Bench,Perennial Bed Benches,Bench,,5,23802,147,11783,,"(37.800889577, -122.410723902)"
110,145051,Bench,Perennial Bed Benches,Bench,,5,23802,147,11783,,"(37.8009213614, -122.41077082)"
111,143464,Bench,Hardscaped Area Benches,Bench,,7,23386,98,23382,,"(37.7828766957, -122.490585631)"
112,143464,Bench,Hardscaped Area Benches,Bench,,7,23386,98,23382,,"(37.7828815771, -122.490536076)"
113,143935,Cargo Container,Maintenance Facility Cargo Container,Cargo Container,,1,12404,129,12403,,"(37.7912123675, -122.438231874)"
114,149842,Cargo Container,Turf Cargo Containers,Cargo Container,,1,11969,32,11760,,"(37.73714162, -122.420276028)"
127,143934,Bench,West Turf Benches,Bench,,2,11904,129,11750,,"(37.7914466651, -122.438816571)"
128,143926,Trash Can,Lawn Area Trashcan,Trash Can,,8,11904,129,11750,,"(37.7914350711, -122.438779128)"
129,145466,Trash Can,North East Pathway PB Trash Cans,Trash Can,,2,23801,147,23800,,"(37.8011194221, -122.409983531)"
130,143924,Bench,Entrance N Benches,Bench,,3,11904,129,11750,,"(37.7916458034, -122.438103398)"
131,143926,Trash Can,Lawn Area Trashcan,Trash Can,,8,11904,129,11750,,"(37.7917185111, -122.437950136)"
132,143926,Trash Can,Lawn Area Trashcan,Trash Can,,8,11904,129,11750,,"(37.791744784, -122.437672234)"
133,143924,Bench,Entrance N Benches,Bench,,3,11904,129,11750,,"(37.7917049514, -122.437796812)"
134,143924,Bench,Entrance N Benches,Bench,,3,11904,129,11750,,"(37.7918916374, -122.437835115)"
135,143917,Bench,Turf Benches,Bench,,2,11904,129,11750,,"(37.7914785751, -122.437434312)"
136,143933,Bench,Tennis Court 3 Benches,Bench,,2,694,129,606,,"(37.7915224389, -122.436966415)"
137,143933,Bench,Tennis Court 3 Benches,Bench,,2,694,129,606,,"(37.7914960236, -122.437155166)"
138,143932,Bench,Tennis Court 2 Benches,Bench,,2,693,129,606,,"(37.7911987555, -122.436899216)"
139,143932,Bench,Tennis Court 2 Benches,Bench,,2,693,129,606,,"(37.7911748192, -122.437083978)"
140,143917,Bench,Turf Benches,Bench,,2,11904,129,11750,,"(37.7911899676, -122.437385248)"
141,143931,Bench,Tennis Court 1 Benches,Bench,,2,692,129,606,,"(37.7909943925, -122.437349754)"
142,143931,Bench,Tennis Court 1 Benches,Bench,,2,692,129,606,,"(37.7911506412, -122.437381183)"
143,143930,Bench,South Turf Benches,Bench,,8,11904,129,11750,,"(37.7908284153, -122.437470027)"
144,145471,Bench,South Entrance Pathway Benches,Bench,,11,23801,147,23800,,"(37.8005685747, -122.409470488)"
145,145471,Bench,South Entrance Pathway Benches,Bench,,11,23801,147,23800,,"(37.8006037702, -122.409348454)"
146,145455,Trash Can,Pathway Trash Cans,Trash Can,,5,23801,147,23800,,"(37.8004972715, -122.409315438)"
147,145455,Trash Can,Pathway Trash Cans,Trash Can,,5,23801,147,23800,,"(37.8012589688, -122.409440903)"
148,145455,Trash Can,Pathway Trash Cans,Trash Can,,5,23801,147,23800,,"(37.8010757767, -122.410912314)"
149,145455,Trash Can,Pathway Trash Cans,Trash Can,,5,23801,147,23800,,"(37.8008250661, -122.410767642)"
150,145455,Trash Can,Pathway Trash Cans,Trash Can,,5,23801,147,23800,,"(37.8006466397, -122.410515779)"
153,145456,Bench,Turf Benches,Bench,,1,11921,147,11783,,"(37.800532403, -122.410211479)"
156,145471,Bench,South Entrance Pathway Benches,Bench,,11,23801,147,23800,,"(37.8004802107, -122.409910485)"
157,145471,Bench,South Entrance Pathway Benches,Bench,,11,23801,147,23800,,"(37.8007461156, -122.409454319)"
158,146876,Bench,Asphalt Path Benches,Bench,,9,18480,104,18479,,"(37.7627713139, -122.451852145)"
159,146876,Bench,Asphalt Path Benches,Bench,,9,18480,104,18479,,"(37.762751557, -122.45184797)"
160,146876,Bench,Asphalt Path Benches,Bench,,9,18480,104,18479,,"(37.7627285666, -122.451863813)"
161,146876,Bench,Asphalt Path Benches,Bench,,9,18480,104,18479,,"(37.7628349359, -122.45165203)"
162,146876,Bench,Asphalt Path Benches,Bench,,9,18480,104,18479,,"(37.7628383342, -122.451624665)"
163,146876,Bench,Asphalt Path Benches,Bench,,9,18480,104,18479,,"(37.7628423278, -122.451596944)"
164,146876,Bench,Asphalt Path Benches,Bench,,9,18480,104,18479,,"(37.7627060155, -122.451899663)"
186,143473,Picnic Table,Table,Table,,1,23723,107,23721,,"(37.7838280774, -122.451260632)"
187,143474,Trash Can,Basketball Court Trash Can,Trash Can,,1,23723,107,23721,,"(37.7838311676, -122.451238417)"
188,153058,Bench,Tennis Court Bench,Bench,,2,779,107,637,,"(37.7838452493, -122.45160932)"
189,153059,Trash Can,Tennis Court Trash Can,Trash Can,,1,779,107,637,,"(37.7839184251, -122.451624015)"
190,153058,Bench,Tennis Court Bench,Bench,,2,779,107,637,,"(37.783788135, -122.45138458)"
191,143475,Bench,Clubhouse Bench,Bench,,2,10206,107,191,,"(37.7837245577, -122.451239063)"
192,143475,Bench,Clubhouse Bench,Bench,,2,10206,107,191,,"(37.7837241753, -122.451196166)"
193,145465,Bench,North East Pathway PB Benches,Bench,,9,23801,147,23800,,"(37.8011419809, -122.409951058)"
194,145465,Bench,North East Pathway PB Benches,Bench,,9,23801,147,23800,,"(37.801151417, -122.409836624)"
195,145465,Bench,North East Pathway PB Benches,Bench,,9,23801,147,23800,,"(37.8011395259, -122.40972224)"
196,143476,Trash Can,Softball Trash Can,Trash Can,,1,37,107,22,,"(37.7841499862, -122.450672583)"
197,153060,Trash Can,Children's Play Area Trash Can,Trash Can,,1,551,107,485,,"(37.7837492825, -122.451096727)"
198,143464,Bench,Hardscaped Area Benches,Bench,,7,23386,98,23382,,"(37.7828461388, -122.491137732)"
199,143464,Bench,Hardscaped Area Benches,Bench,,7,23386,98,23382,,"(37.782846655, -122.49110717)"
200,143464,Bench,Hardscaped Area Benches,Bench,,7,23386,98,23382,,"(37.7828518162, -122.49104106)"
201,143465,Trash Can,Hardscaped Area Trash Cans,Trash Can,55 gallon,2,23386,98,23382,,"(37.7828559881, -122.490973648)"
202,143461,Drinking Fountain,Hardscaped Area Drinking Fountain,Drinking Fountain,,1,23386,98,23382,,"(37.7828622666, -122.49084132)"
203,143464,Bench,Hardscaped Area Benches,Bench,,7,23386,98,23382,,"(37.7828708038, -122.490754916)"
204,143464,Bench,Hardscaped Area Benches,Bench,,7,23386,98,23382,,"(37.7828737284, -122.490701487)"
205,143465,Trash Can,Hardscaped Area Trash Cans,Trash Can,55 gallon,2,23386,98,23382,,"(37.7828757497, -122.490641662)"
206,145459,Bench,North Entrance Pathway Benches,Bench,,7,23801,147,23800,,"(37.801055398, -122.410044031)"
207,145465,Bench,North East Pathway PB Benches,Bench,,9,23801,147,23800,,"(37.8012152618, -122.40958144)"
208,145465,Bench,North East Pathway PB Benches,Bench,,9,23801,147,23800,,"(37.8011913929, -122.409504376)"
209,145465,Bench,North East Pathway PB Benches,Bench,,9,23801,147,23800,,"(37.8011866841, -122.409619527)"
210,145465,Bench,North East Pathway PB Benches,Bench,,9,23801,147,23800,,"(37.8010407314, -122.40953096)"
211,145465,Bench,North East Pathway PB Benches,Bench,,9,23801,147,23800,,"(37.8009649849, -122.409467495)"
212,145459,Bench,North Entrance Pathway Benches,Bench,,7,23801,147,23800,,"(37.801034096, -122.410219189)"
213,145459,Bench,North Entrance Pathway Benches,Bench,,7,23801,147,23800,,"(37.8009659782, -122.410304629)"
214,145459,Bench,North Entrance Pathway Benches,Bench,,7,23801,147,23800,,"(37.8010132968, -122.410386431)"
215,145459,Bench,North Entrance Pathway Benches,Bench,,7,23801,147,23800,,"(37.8011070382, -122.410252014)"
216,145459,Bench,North Entrance Pathway Benches,Bench,,7,23801,147,23800,,"(37.8010900513, -122.410363336)"
217,145459,Bench,North Entrance Pathway Benches,Bench,,7,23801,147,23800,,"(37.8010775888, -122.410470297)"
218,145462,Trash Can,North Pathway Trash Cans,Trash Can,,2,23801,147,23800,,"(37.801073123, -122.410436826)"
238,148563,Bench,Tennis Court 1 Bench,Bench,,3,823,100,659,,"(37.7851029264, -122.478526224)"
239,148563,Bench,Tennis Court 1 Bench,Bench,,3,823,100,659,,"(37.7850659941, -122.478522788)"
240,148563,Bench,Tennis Court 1 Bench,Bench,,3,823,100,659,,"(37.7850730958, -122.478331637)"
241,148569,Bench,Paved Multi-Use Play Area Bench,Bench,,2,12697,100,12695,,"(37.7851242655, -122.47771851)"
242,148569,Bench,Paved Multi-Use Play Area Bench,Bench,,2,12697,100,12695,,"(37.7852005482, -122.477871404)"
243,148558,Bench,Hardscape Bench,Bench,,10,12698,100,12696,,"(37.7852559333, -122.477935433)"
244,148558,Bench,Hardscape Bench,Bench,,10,12698,100,12696,,"(37.7852333279, -122.477948323)"
245,148558,Bench,Hardscape Bench,Bench,,10,12698,100,12696,,"(37.7852202054, -122.477976183)"
246,148558,Bench,Hardscape Bench,Bench,,10,12698,100,12696,,"(37.7852138662, -122.478121971)"
247,148558,Bench,Hardscape Bench,Bench,,10,12698,100,12696,,"(37.7852123585, -122.478153821)"
248,148556,Bench,CPA Bench,Bench,,1,581,100,511,,"(37.7852331904, -122.478309103)"
249,148566,Bench,Basketball Court 1 Bench,Bench,,2,129,100,92,,"(37.784990842, -122.478302669)"
250,148566,Bench,Basketball Court 1 Bench,Bench,,2,129,100,92,,"(37.7851523598, -122.478306766)"
251,148564,Trash Can,Tennis Court 1 Trash Can,Trash Can,,1,823,100,659,,"(37.7851013124, -122.478332389)"
252,148565,Trash Can,Basketball Court 1 Trash Can,Trash Can,,1,129,100,92,,"(37.7850949949, -122.478302785)"
253,148558,Bench,Hardscape Bench,Bench,,10,12698,100,12696,,"(37.7852118788, -122.477926987)"
254,148562,Picnic Table,Picnic Area Picnic Table,Table,,2,85679,100,85678,,"(37.785248823, -122.477836453)"
255,148560,Park Sign,Hardscape Sign,Sign,Park,1,12698,100,12696,,"(37.7852254806, -122.477725227)"
256,149053,Bench,Children's Play Area Benches,Bench,,2,564,72,497,,"(37.7512837728, -122.438633282)"
257,148558,Bench,Hardscape Bench,Bench,,10,12698,100,12696,,"(37.7853240313, -122.478013791)"
258,148562,Picnic Table,Picnic Area Picnic Table,Table,,2,85679,100,85678,,"(37.7852223781, -122.477867949)"
259,148561,Bench,Picnic Area Bench,Bench,,2,85679,100,85678,,"(37.7852311483, -122.477869105)"
260,149053,Bench,Children's Play Area Benches,Bench,,2,564,72,497,,"(37.751263252, -122.438642641)"
261,149051,Bench,Tennis Court Benches,Bench,,2,807,72,652,,"(37.7511906558, -122.439002093)"
262,149051,Bench,Tennis Court Benches,Bench,,2,807,72,652,,"(37.7512764614, -122.439001604)"
265,149045,Drinking Fountain,Tennis Court Drinking Fountains,Drinking Fountain,,1,807,72,652,,"(37.7512429245, -122.439000868)"
266,148833,Trash Can,Ballfield Trash Can,Trash Can,,1,10446,7,10321,,"(37.7437919324, -122.440498702)"
267,148836,Trash Can,Concrete Pathway Trash Cans,Trash Can,,2,12496,7,12495,,"(37.7433079157, -122.441221248)"
268,148838,Trash Can,Perennial Bed Trash Cans,Trash Can,,1,74740,7,11820,,"(37.7442491688, -122.440344196)"
269,148834,Trash Can,Children's Play Area Trash Can,Trash Can,,1,11649,7,10484,,"(37.7435157475, -122.440207179)"
270,148306,Bench,Performance Space Benches,Bench,,1,100593,7,100587,,"(37.7438222552, -122.440115951)"
271,148304,Bench,Turf Benches,Bench,,1,11951,7,11820,,"(37.7443181759, -122.440047625)"
272,148212,Trash Can,Multi-Use Ball Field Trash Cans,Trash Can,,2,99001,52,30,,"(37.7551258415, -122.3972139)"
273,148212,Trash Can,Multi-Use Ball Field Trash Cans,Trash Can,,2,99001,52,30,,"(37.7554027028, -122.397495278)"
274,148216,Trash Can,Softball Field Trash Cans,Trash Can,,3,51,52,30,,"(37.7558107429, -122.39645216)"
275,148216,Trash Can,Softball Field Trash Cans,Trash Can,,3,51,52,30,,"(37.7552955998, -122.396366187)"
276,148216,Trash Can,Softball Field Trash Cans,Trash Can,,3,51,52,30,,"(37.7560003173, -122.397053013)"
277,148214,Trash Can,Turf Trash Cans,Trash Can,,8,11890,52,11855,,"(37.7560322161, -122.397700453)"
278,148217,Trash Can,DG Pathway Trash Cans,Trash Can,,3,36294,52,36293,,"(37.7560659012, -122.397704461)"
279,148217,Trash Can,DG Pathway Trash Cans,Trash Can,,3,36294,52,36293,,"(37.7561018105, -122.396793816)"
280,148217,Trash Can,DG Pathway Trash Cans,Trash Can,,3,36294,52,36293,,"(37.7560928953, -122.396881753)"
281,148205,Drinking Fountain,Pathway DG Drinking Fountain,Drinking Fountain,,1,36294,52,36293,,"(37.7560961035, -122.396837753)"
282,160827,Play Structure 1,Play Structure 1,Play Structure,,1,12685,52,506,,"(37.7563046197, -122.396668741)"
283,148194,Cargo Container,Pathway DG Cargo Container,Cargo Container,,1,36294,52,36293,,"(37.7563553091, -122.396886879)"
284,148213,Trash Can,Children's Play Area 2 Trash Cans,Trash Can,,1,12685,52,506,,"(37.7563628135, -122.396731207)"
285,148214,Trash Can,Turf Trash Cans,Trash Can,,8,11890,52,11855,,"(37.7563895588, -122.396933411)"
286,148214,Trash Can,Turf Trash Cans,Trash Can,,8,11890,52,11855,,"(37.7563565904, -122.397428498)"
287,148214,Trash Can,Turf Trash Cans,Trash Can,,8,11890,52,11855,,"(37.7564912285, -122.397450831)"
288,148178,Bag Dispenser,Turf Bag Dispensers,Bag Dispenser,,5,11890,52,11855,,"(37.7564927323, -122.397435124)"
289,148178,Bag Dispenser,Turf Bag Dispensers,Bag Dispenser,,5,11890,52,11855,,"(37.7565001877, -122.3972826)"
290,148178,Bag Dispenser,Turf Bag Dispensers,Bag Dispenser,,5,11890,52,11855,,"(37.7565064432, -122.397126895)"
291,148178,Bag Dispenser,Turf Bag Dispensers,Bag Dispenser,,5,11890,52,11855,,"(37.7565140755, -122.396963355)"
292,148178,Bag Dispenser,Turf Bag Dispensers,Bag Dispenser,,5,11890,52,11855,,"(37.7565189057, -122.396818634)"
293,148208,Bench,Tennis Court 2 Benches,Bench,,1,822,52,658,,"(37.7569454303, -122.396741418)"
294,148209,Bench,Tennis Court 1 Benches,Bench,,2,821,52,658,,"(37.756947292, -122.397062108)"
295,148209,Bench,Tennis Court 1 Benches,Bench,,2,821,52,658,,"(37.7568667415, -122.397048994)"
296,148215,Trash Can,Basketball Court Trash Cans,Trash Can,,1,127,52,90,,"(37.7568100856, -122.397078508)"
297,148210,Picnic Table,Picnic Area 1 Tables,Table,,2,85650,52,85645,,"(37.7570066282, -122.397302447)"
298,148206,Grill,Picnic Area 1 Grills,Grill,,2,85650,52,85645,,"(37.7569925876, -122.397302089)"
299,148210,Picnic Table,Picnic Area 1 Tables,Table,,2,85650,52,85645,,"(37.7569418367, -122.397291948)"
300,148206,Grill,Picnic Area 1 Grills,Grill,,2,85650,52,85645,,"(37.756927797, -122.397291589)"
301,148211,Picnic Table,Picnic Area 2 Tables,Table,,2,85656,52,85645,,"(37.7570331274, -122.397619345)"
302,148207,Grill,Picnic Area 2 Grills,Grill,,2,85656,52,85645,,"(37.7570208435, -122.397619031)"
303,148211,Picnic Table,Picnic Area 2 Tables,Table,,2,85656,52,85645,,"(37.7569927997, -122.397616103)"
304,148207,Grill,Picnic Area 2 Grills,Grill,,2,85656,52,85645,,"(37.75697876, -122.397615745)"
305,148214,Trash Can,Turf Trash Cans,Trash Can,,8,11890,52,11855,,"(37.7569085617, -122.397613952)"
306,148214,Trash Can,Turf Trash Cans,Trash Can,,8,11890,52,11855,,"(37.7569024676, -122.397556302)"
307,148214,Trash Can,Turf Trash Cans,Trash Can,,8,11890,52,11855,,"(37.7568875628, -122.397500638)"
308,148214,Trash Can,Turf Trash Cans,Trash Can,,8,11890,52,11855,,"(37.7568622347, -122.397438074)"
318,149029,Trash Can,Children's Play Area Trash Cans,Trash Can,,3,559,70,493,,"(37.7391631752, -122.449312332)"
319,149029,Trash Can,Children's Play Area Trash Cans,Trash Can,,3,559,70,493,,"(37.7391684732, -122.449310995)"
320,149029,Trash Can,Children's Play Area Trash Cans,Trash Can,,3,559,70,493,,"(37.7391734774, -122.44930965)"
321,149028,Drinking Fountain,Concrete Pathway Drinking Fountain,Drinking Fountain,,1,85494,70,36257,,"(37.7391044885, -122.449493487)"
322,149030,Trash Can,Softball Field Trash Cans,Trash Can,,1,41,70,25,,"(37.7389028555, -122.4493151)"
323,149031,Trash Can,Concrete Pathway Trash Cans,Trash Can,,2,36258,70,36257,,"(37.738405856, -122.449043339)"
324,149031,Trash Can,Concrete Pathway Trash Cans,Trash Can,,2,36258,70,36257,,"(37.7384394141, -122.449034623)"
325,152623,Trash Can,Softball Field Trash Can,Trash Can,,1,36,13,21,,"(37.7244177823, -122.473898325)"
326,152628,Trash Can,Turf Area Trash Can,Trash Can,,1,11946,13,11839,,"(37.7248628403, -122.473538528)"
327,152627,Trash Can,Basketball Court Trash Can,Trash Can,,1,105,13,71,,"(37.7249093263, -122.473880523)"
328,152626,Trash Can,Multi-Use Paved Playfield Trash Can,Trash Can,,2,648,13,554,,"(37.7250779858, -122.473926593)"
329,152626,Trash Can,Multi-Use Paved Playfield Trash Can,Trash Can,,2,648,13,554,,"(37.7252182277, -122.474142289)"
331,150401,Cargo Container,Maintenance Facility Cargo Container,Cargo Container,,1,12951,31,12949,,"(37.7342957016, -122.42030673)"
332,150397,Bench,Children's Play Area Benches,Bench,,1,594,31,521,,"(37.7335799103, -122.421563687)"
333,150397,Bench,Children's Play Area Benches,Bench,,1,594,31,521,,"(37.7335812452, -122.421598431)"
334,150397,Bench,Children's Play Area Benches,Bench,,1,594,31,521,,"(37.7335615776, -122.421638619)"
335,150397,Bench,Children's Play Area Benches,Bench,,1,594,31,521,,"(37.73335743, -122.421566312)"
336,150399,Bench,Stairway Benches,Bench,,1,85887,31,36376,,"(37.7336947458, -122.421575034)"
337,150400,Bench,Concrete Pathway Benches,Bench,,1,36381,31,36376,,"(37.7335453312, -122.421410785)"
338,150408,Picnic Table,Picnic Area 2 Tables,Table,,5,90641,31,85742,,"(37.7335556486, -122.421594179)"
339,150408,Picnic Table,Picnic Area 2 Tables,Table,,5,90641,31,85742,,"(37.7335559023, -122.421578626)"
340,150409,Trash Can,Concrete Pathway Trash Cans,Trash Can,,1,36381,31,36376,,"(37.7335478831, -122.421487454)"
341,160864,Play Structure 3,Play Structure 3,Play Structure,,1,594,31,521,,"(37.733466761, -122.421565549)"
342,160863,Play Structure 2,Play Structure 2,Play Structure,,1,594,31,521,,"(37.7335091479, -122.421589386)"
343,160865,Play Structure 4,Play Structure 4,Play Structure,,1,594,31,521,,"(37.7335123422, -122.421451824)"
344,160873,Play Structure 6,Play Structure 6,Play Structure,,1,594,31,521,,"(37.7333917858, -122.421441526)"
345,160872,Play Structure 5,Play Structure 5,Play Structure,,1,594,31,521,,"(37.7334667529, -122.421449448)"
346,160862,Play Structure 1,Play Structure 1,Play Structure,,1,594,31,521,,"(37.7334655935, -122.421403936)"
347,150402,Cargo Container,Non-Landscaped Greenspace Cargo Containers,Cargo Container,,1,90640,31,90639,,"(37.7326217041, -122.420920122)"
